,model,metric,fold,value
356,DecisionTree,relative_recall,6,0.9285714285714286
357,DecisionTree,relative_recall,7,0.9375
358,DecisionTree,relative_recall,8,0.7777777777777778
359,DecisionTree,relative_recall,9,0.9090909090909091
360,RandomForest,accuracy,0,0.7532467532467533
361,RandomForest,accuracy,1,0.8181818181818182
362,RandomForest,accuracy,2,0.7402597402597403
363,RandomForest,accuracy,3,0.8181818181818182
364,RandomForest,accuracy,4,0.8051948051948052
365,RandomForest,accuracy,5,0.7532467532467533
366,RandomForest,accuracy,6,0.8181818181818182
367,RandomForest,accuracy,7,0.7662337662337663
368,RandomForest,accuracy,8,0.7368421052631579
369,RandomForest,accuracy,9,0.7105263157894737
370,RandomForest,precision,0,0.6052631578947368
371,RandomForest,precision,1,0.7241379310344828
372,RandomForest,precision,2,0.6206896551724138
373,RandomForest,precision,3,0.7407407407407407
374,RandomForest,precision,4,0.6875
375,RandomForest,precision,5,0.6333333333333333
376,RandomForest,precision,6,0.7241379310344828
377,RandomForest,precision,7,0.6285714285714286
378,RandomForest,precision,8,0.5833333333333334
379,RandomForest,precision,9,0.5769230769230769
380,RandomForest,recall,0,0.8518518518518519
381,RandomForest,recall,1,0.7777777777777778
382,RandomForest,recall,2,0.6666666666666666
383,RandomForest,recall,3,0.7407407407407407
384,RandomForest,recall,4,0.8148148148148148
385,RandomForest,recall,5,0.7037037037037037
386,RandomForest,recall,6,0.7777777777777778
387,RandomForest,recall,7,0.8148148148148148
388,RandomForest,recall,8,0.8076923076923077
389,RandomForest,recall,9,0.5769230769230769
390,RandomForest,f1,0,0.7076923076923077
391,RandomForest,f1,1,0.75
392,RandomForest,f1,2,0.6428571428571429
393,RandomForest,f1,3,0.7407407407407407
394,RandomForest,f1,4,0.7457627118644068
395,RandomForest,f1,5,0.6666666666666666
396,RandomForest,f1,6,0.75
397,RandomForest,f1,7,0.7096774193548387
398,RandomForest,f1,8,0.6774193548387096
399,RandomForest,f1,9,0.5769230769230769
400,RandomForest,balanced_accuracy,0,0.7759259259259259
401,RandomForest,balanced_accuracy,1,0.8088888888888889
402,RandomForest,balanced_accuracy,2,0.7233333333333334
403,RandomForest,balanced_accuracy,3,0.8003703703703704
404,RandomForest,balanced_accuracy,4,0.8074074074074074
405,RandomForest,balanced_accuracy,5,0.7418518518518519
406,RandomForest,balanced_accuracy,6,0.8088888888888889
407,RandomForest,balanced_accuracy,7,0.7774074074074073
408,RandomForest,balanced_accuracy,8,0.7538461538461538
409,RandomForest,balanced_accuracy,9,0.6784615384615384
410,RandomForest,mcc,0,0.5267023871299493
411,RandomForest,mcc,1,0.6083864722500479
412,RandomForest,mcc,2,0.4398765500800706
413,RandomForest,mcc,3,0.6007407407407407
414,RandomForest,mcc,4,0.5952918846948437
415,RandomForest,mcc,5,0.4733002574487753
416,RandomForest,mcc,6,0.6083864722500479
417,RandomForest,mcc,7,0.53168727464995
418,RandomForest,mcc,8,0.48238191061886604
419,RandomForest,mcc,9,0.3569230769230769
420,RandomForest,tn_rate,0,0.45454545454545453
421,RandomForest,tn_rate,1,0.5454545454545454
422,RandomForest,tn_rate,2,0.5064935064935064
423,RandomForest,tn_rate,3,0.5584415584415584
424,RandomForest,tn_rate,4,0.5194805194805194
425,RandomForest,tn_rate,5,0.5064935064935064
426,RandomForest,tn_rate,6,0.5454545454545454
427,RandomForest,tn_rate,7,0.4805194805194805
428,RandomForest,tn_rate,8,0.4605263157894737
429,RandomForest,tn_rate,9,0.5131578947368421
430,RandomForest,fp_rate,0,0.19480519480519481
431,RandomForest,fp_rate,1,0.1038961038961039
432,RandomForest,fp_rate,2,0.14285714285714285
433,RandomForest,fp_rate,3,0.09090909090909091
434,RandomForest,fp_rate,4,0.12987012987012986
435,RandomForest,fp_rate,5,0.14285714285714285
436,RandomForest,fp_rate,6,0.1038961038961039
437,RandomForest,fp_rate,7,0.16883116883116883
438,RandomForest,fp_rate,8,0.19736842105263158
439,RandomForest,fp_rate,9,0.14473684210526316
440,RandomForest,fn_rate,0,0.05194805194805195
441,RandomForest,fn_rate,1,0.07792207792207792
442,RandomForest,fn_rate,2,0.11688311688311688
443,RandomForest,fn_rate,3,0.09090909090909091
444,RandomForest,fn_rate,4,0.06493506493506493
445,RandomForest,fn_rate,5,0.1038961038961039
446,RandomForest,fn_rate,6,0.07792207792207792
447,RandomForest,fn_rate,7,0.06493506493506493
448,RandomForest,fn_rate,8,0.06578947368421052
449,RandomForest,fn_rate,9,0.14473684210526316
450,RandomForest,tp_rate,0,0.2987012987012987
451,RandomForest,tp_rate,1,0.2727272727272727
452,RandomForest,tp_rate,2,0.23376623376623376
453,RandomForest,tp_rate,3,0.2597402597402597
454,RandomForest,tp_rate,4,0.2857142857142857
455,RandomForest,tp_rate,5,0.24675324675324675
456,RandomForest,tp_rate,6,0.2727272727272727
457,RandomForest,tp_rate,7,0.2857142857142857
458,RandomForest,tp_rate,8,0.27631578947368424
459,RandomForest,tp_rate,9,0.19736842105263158
460,RandomForest,relative_accuracy,0,1.0
461,RandomForest,relative_accuracy,1,0.95
462,RandomForest,relative_accuracy,2,1.0
463,RandomForest,relative_accuracy,3,0.9565217391304348
464,RandomForest,relative_accuracy,4,1.0
465,RandomForest,relative_accuracy,5,0.9090909090909091
466,RandomForest,relative_accuracy,6,0.9411764705882353
467,RandomForest,relative_accuracy,7,1.0
468,RandomForest,relative_accuracy,8,0.8695652173913043
469,RandomForest,relative_accuracy,9,0.875
470,RandomForest,relative_recall,0,1.0
471,RandomForest,relative_recall,1,0.9333333333333333
472,RandomForest,relative_recall,2,1.0
473,RandomForest,relative_recall,3,0.9444444444444444
474,RandomForest,relative_recall,4,1.0
475,RandomForest,relative_recall,5,0.8571428571428571
476,RandomForest,relative_recall,6,0.9285714285714286
477,RandomForest,relative_recall,7,1.0
478,RandomForest,relative_recall,8,0.8333333333333334
479,RandomForest,relative_recall,9,0.8181818181818182
480,GradientBoosting,accuracy,0,0.7792207792207793
481,GradientBoosting,accuracy,1,0.8051948051948052
482,GradientBoosting,accuracy,2,0.7402597402597403
483,GradientBoosting,accuracy,3,0.8181818181818182
484,GradientBoosting,accuracy,4,0.7662337662337663
485,GradientBoosting,accuracy,5,0.7532467532467533
486,GradientBoosting,accuracy,6,0.8051948051948052
487,GradientBoosting,accuracy,7,0.7532467532467533
488,GradientBoosting,accuracy,8,0.6710526315789473
489,GradientBoosting,accuracy,9,0.6710526315789473
490,GradientBoosting,precision,0,0.6190476190476191
491,GradientBoosting,precision,1,0.7
492,GradientBoosting,precision,2,0.6206896551724138
493,GradientBoosting,precision,3,0.782608695652174
494,GradientBoosting,precision,4,0.6551724137931034
495,GradientBoosting,precision,5,0.6333333333333333
496,GradientBoosting,precision,6,0.7
497,GradientBoosting,precision,7,0.6333333333333333
498,GradientBoosting,precision,8,0.5111111111111111
499,GradientBoosting,precision,9,0.5161290322580645
500,GradientBoosting,recall,0,0.9629629629629629
501,GradientBoosting,recall,1,0.7777777777777778
502,GradientBoosting,recall,2,0.6666666666666666
503,GradientBoosting,recall,3,0.6666666666666666
504,GradientBoosting,recall,4,0.7037037037037037
505,GradientBoosting,recall,5,0.7037037037037037
506,GradientBoosting,recall,6,0.7777777777777778
507,GradientBoosting,recall,7,0.7037037037037037
508,GradientBoosting,recall,8,0.8846153846153846
509,GradientBoosting,recall,9,0.6153846153846154
510,GradientBoosting,f1,0,0.7536231884057971
511,GradientBoosting,f1,1,0.7368421052631579
512,GradientBoosting,f1,2,0.6428571428571429
513,GradientBoosting,f1,3,0.72
514,GradientBoosting,f1,4,0.6785714285714286
515,GradientBoosting,f1,5,0.6666666666666666
516,GradientBoosting,f1,6,0.7368421052631579
517,GradientBoosting,f1,7,0.6666666666666666
518,GradientBoosting,f1,8,0.647887323943662
519,GradientBoosting,f1,9,0.5614035087719298
520,GradientBoosting,balanced_accuracy,0,0.8214814814814815
521,GradientBoosting,balanced_accuracy,1,0.7988888888888889
522,GradientBoosting,balanced_accuracy,2,0.7233333333333334
523,GradientBoosting,balanced_accuracy,3,0.7833333333333333
524,GradientBoosting,balanced_accuracy,4,0.7518518518518519
525,GradientBoosting,balanced_accuracy,5,0.7418518518518519
526,GradientBoosting,balanced_accuracy,6,0.7988888888888889
527,GradientBoosting,balanced_accuracy,7,0.7418518518518519
528,GradientBoosting,balanced_accuracy,8,0.7223076923076923
529,GradientBoosting,balanced_accuracy,9,0.6576923076923077
530,GradientBoosting,mcc,0,0.6161609537999421
531,GradientBoosting,mcc,1,0.5849208388379199
532,GradientBoosting,mcc,2,0.4398765500800706
533,GradientBoosting,mcc,3,0.5907908398283784
534,GradientBoosting,mcc,4,0.49604652413672967
535,GradientBoosting,mcc,5,0.4733002574487753
536,GradientBoosting,mcc,6,0.5849208388379199
537,GradientBoosting,mcc,7,0.4733002574487753
538,GradientBoosting,mcc,8,0.4292092356444621
539,GradientBoosting,mcc,9,0.3044563782253105
540,GradientBoosting,tn_rate,0,0.44155844155844154
541,GradientBoosting,tn_rate,1,0.5324675324675324
542,GradientBoosting,tn_rate,2,0.5064935064935064
543,GradientBoosting,tn_rate,3,0.5844155844155844
544,GradientBoosting,tn_rate,4,0.5194805194805194
545,GradientBoosting,tn_rate,5,0.5064935064935064
546,GradientBoosting,tn_rate,6,0.5324675324675324
547,GradientBoosting,tn_rate,7,0.5064935064935064
548,GradientBoosting,tn_rate,8,0.3684210526315789
549,GradientBoosting,tn_rate,9,0.4605263157894737
550,GradientBoosting,fp_rate,0,0.2077922077922078
551,GradientBoosting,fp_rate,1,0.11688311688311688
552,GradientBoosting,fp_rate,2,0.14285714285714285
553,GradientBoosting,fp_rate,3,0.06493506493506493
554,GradientBoosting,fp_rate,4,0.12987012987012986
555,GradientBoosting,fp_rate,5,0.14285714285714285
556,GradientBoosting,fp_rate,6,0.11688311688311688
557,GradientBoosting,fp_rate,7,0.14285714285714285
558,GradientBoosting,fp_rate,8,0.2894736842105263
559,GradientBoosting,fp_rate,9,0.19736842105263158
560,GradientBoosting,fn_rate,0,0.012987012987012988
561,GradientBoosting,fn_rate,1,0.07792207792207792
562,GradientBoosting,fn_rate,2,0.11688311688311688
563,GradientBoosting,fn_rate,3,0.11688311688311688
564,GradientBoosting,fn_rate,4,0.1038961038961039
565,GradientBoosting,fn_rate,5,0.1038961038961039
566,GradientBoosting,fn_rate,6,0.07792207792207792
567,GradientBoosting,fn_rate,7,0.1038961038961039
568,GradientBoosting,fn_rate,8,0.039473684210526314
569,GradientBoosting,fn_rate,9,0.13157894736842105
570,GradientBoosting,tp_rate,0,0.33766233766233766
571,GradientBoosting,tp_rate,1,0.2727272727272727
572,GradientBoosting,tp_rate,2,0.23376623376623376
573,GradientBoosting,tp_rate,3,0.23376623376623376
574,GradientBoosting,tp_rate,4,0.24675324675324675
575,GradientBoosting,tp_rate,5,0.24675324675324675
576,GradientBoosting,tp_rate,6,0.2727272727272727
577,GradientBoosting,tp_rate,7,0.24675324675324675
578,GradientBoosting,tp_rate,8,0.3026315789473684
579,GradientBoosting,tp_rate,9,0.21052631578947367
580,GradientBoosting,relative_accuracy,0,1.0
581,GradientBoosting,relative_accuracy,1,0.95
582,GradientBoosting,relative_accuracy,2,1.0
583,GradientBoosting,relative_accuracy,3,0.8695652173913043
584,GradientBoosting,relative_accuracy,4,1.0
585,GradientBoosting,relative_accuracy,5,0.9090909090909091
586,GradientBoosting,relative_accuracy,6,1.0
587,GradientBoosting,relative_accuracy,7,0.9523809523809523
588,GradientBoosting,relative_accuracy,8,0.9565217391304348
589,GradientBoosting,relative_accuracy,9,0.9375
590,GradientBoosting,relative_recall,0,1.0
591,GradientBoosting,relative_recall,1,0.9333333333333333
592,GradientBoosting,relative_recall,2,1.0
593,GradientBoosting,relative_recall,3,0.8333333333333334
594,GradientBoosting,relative_recall,4,1.0
595,GradientBoosting,relative_recall,5,0.8571428571428571
596,GradientBoosting,relative_recall,6,1.0
597,GradientBoosting,relative_recall,7,0.9375
598,GradientBoosting,relative_recall,8,0.9444444444444444
599,GradientBoosting,relative_recall,9,0.9090909090909091
600,NeuralNetwork,accuracy,0,0.6493506493506493
601,NeuralNetwork,accuracy,1,0.7402597402597403
602,NeuralNetwork,accuracy,2,0.7532467532467533
603,NeuralNetwork,accuracy,3,0.8571428571428571
604,NeuralNetwork,accuracy,4,0.7142857142857143
605,NeuralNetwork,accuracy,5,0.7792207792207793
606,NeuralNetwork,accuracy,6,0.7792207792207793
607,NeuralNetwork,accuracy,7,0.7402597402597403
608,NeuralNetwork,accuracy,8,0.7105263157894737
609,NeuralNetwork,accuracy,9,0.6578947368421053
610,NeuralNetwork,precision,0,0.5
611,NeuralNetwork,precision,1,0.6
612,NeuralNetwork,precision,2,0.6333333333333333
613,NeuralNetwork,precision,3,0.8333333333333334
614,NeuralNetwork,precision,4,0.5714285714285714
615,NeuralNetwork,precision,5,0.6666666666666666
616,NeuralNetwork,precision,6,0.6785714285714286
617,NeuralNetwork,precision,7,0.5945945945945946
618,NeuralNetwork,precision,8,0.5454545454545454
619,NeuralNetwork,precision,9,0.5
620,NeuralNetwork,recall,0,0.7407407407407407
621,NeuralNetwork,recall,1,0.7777777777777778
622,NeuralNetwork,recall,2,0.7037037037037037
623,NeuralNetwork,recall,3,0.7407407407407407
624,NeuralNetwork,recall,4,0.7407407407407407
625,NeuralNetwork,recall,5,0.7407407407407407
626,NeuralNetwork,recall,6,0.7037037037037037
627,NeuralNetwork,recall,7,0.8148148148148148
628,NeuralNetwork,recall,8,0.9230769230769231
629,NeuralNetwork,recall,9,0.6538461538461539
630,NeuralNetwork,f1,0,0.5970149253731343
631,NeuralNetwork,f1,1,0.6774193548387096
632,NeuralNetwork,f1,2,0.6666666666666666
633,NeuralNetwork,f1,3,0.7843137254901961
634,NeuralNetwork,f1,4,0.6451612903225806
635,NeuralNetwork,f1,5,0.7017543859649122
636,NeuralNetwork,f1,6,0.6909090909090909
637,NeuralNetwork,f1,7,0.6875
638,NeuralNetwork,f1,8,0.6857142857142857
639,NeuralNetwork,f1,9,0.5666666666666667
640,NeuralNetwork,balanced_accuracy,0,0.6703703703703703
641,NeuralNetwork,balanced_accuracy,1,0.7488888888888889
642,NeuralNetwork,balanced_accuracy,2,0.7418518518518519
643,NeuralNetwork,balanced_accuracy,3,0.8303703703703704
644,NeuralNetwork,balanced_accuracy,4,0.7203703703703703
645,NeuralNetwork,balanced_accuracy,5,0.7703703703703704
646,NeuralNetwork,balanced_accuracy,6,0.7618518518518518
647,NeuralNetwork,balanced_accuracy,7,0.7574074074074073
648,NeuralNetwork,balanced_accuracy,8,0.7615384615384615
649,NeuralNetwork,balanced_accuracy,9,0.6569230769230769
650,NeuralNetwork,mcc,0,0.32543187598314016
651,NeuralNetwork,mcc,1,0.4770278351999552
652,NeuralNetwork,mcc,2,0.4733002574487753
653,NeuralNetwork,mcc,3,0.6806979057901701
654,NeuralNetwork,mcc,4,0.4223683957499603
655,NeuralNetwork,mcc,5,0.5291105481433476
656,NeuralNetwork,mcc,6,0.519487944872376
657,NeuralNetwork,mcc,7,0.49168511697452694
658,NeuralNetwork,mcc,8,0.5026155365907202
659,NeuralNetwork,mcc,9,0.2994500453670523
660,NeuralNetwork,tn_rate,0,0.38961038961038963
661,NeuralNetwork,tn_rate,1,0.4675324675324675
662,NeuralNetwork,tn_rate,2,0.5064935064935064
663,NeuralNetwork,tn_rate,3,0.5974025974025974
664,NeuralNetwork,tn_rate,4,0.45454545454545453
665,NeuralNetwork,tn_rate,5,0.5194805194805194
666,NeuralNetwork,tn_rate,6,0.5324675324675324
667,NeuralNetwork,tn_rate,7,0.45454545454545453
668,NeuralNetwork,tn_rate,8,0.39473684210526316
669,NeuralNetwork,tn_rate,9,0.4342105263157895
670,NeuralNetwork,fp_rate,0,0.2597402597402597
671,NeuralNetwork,fp_rate,1,0.18181818181818182
672,NeuralNetwork,fp_rate,2,0.14285714285714285
673,NeuralNetwork,fp_rate,3,0.05194805194805195
674,NeuralNetwork,fp_rate,4,0.19480519480519481
675,NeuralNetwork,fp_rate,5,0.12987012987012986
676,NeuralNetwork,fp_rate,6,0.11688311688311688
677,NeuralNetwork,fp_rate,7,0.19480519480519481
678,NeuralNetwork,fp_rate,8,0.2631578947368421
679,NeuralNetwork,fp_rate,9,0.2236842105263158
680,NeuralNetwork,fn_rate,0,0.09090909090909091
681,NeuralNetwork,fn_rate,1,0.07792207792207792
682,NeuralNetwork,fn_rate,2,0.1038961038961039
683,NeuralNetwork,fn_rate,3,0.09090909090909091
684,NeuralNetwork,fn_rate,4,0.09090909090909091
685,NeuralNetwork,fn_rate,5,0.09090909090909091
686,NeuralNetwork,fn_rate,6,0.1038961038961039
687,NeuralNetwork,fn_rate,7,0.06493506493506493
688,NeuralNetwork,fn_rate,8,0.02631578947368421
689,NeuralNetwork,fn_rate,9,0.11842105263157894
690,NeuralNetwork,tp_rate,0,0.2597402597402597
691,NeuralNetwork,tp_rate,1,0.2727272727272727
692,NeuralNetwork,tp_rate,2,0.24675324675324675
693,NeuralNetwork,tp_rate,3,0.2597402597402597
694,NeuralNetwork,tp_rate,4,0.2597402597402597
695,NeuralNetwork,tp_rate,5,0.2597402597402597
696,NeuralNetwork,tp_rate,6,0.24675324675324675
697,NeuralNetwork,tp_rate,7,0.2857142857142857
698,NeuralNetwork,tp_rate,8,0.3157894736842105
699,NeuralNetwork,tp_rate,9,0.2236842105263158
700,NeuralNetwork,relative_accuracy,0,0.9047619047619048
701,NeuralNetwork,relative_accuracy,1,1.0
702,NeuralNetwork,relative_accuracy,2,1.0
703,NeuralNetwork,relative_accuracy,3,0.9565217391304348
704,NeuralNetwork,relative_accuracy,4,1.0
705,NeuralNetwork,relative_accuracy,5,0.9545454545454546
706,NeuralNetwork,relative_accuracy,6,1.0
707,NeuralNetwork,relative_accuracy,7,1.0
708,NeuralNetwork,relative_accuracy,8,1.0
709,NeuralNetwork,relative_accuracy,9,1.0
710,NeuralNetwork,relative_recall,0,0.8823529411764706
711,NeuralNetwork,relative_recall,1,1.0
712,NeuralNetwork,relative_recall,2,1.0
713,NeuralNetwork,relative_recall,3,0.9444444444444444
714,NeuralNetwork,relative_recall,4,1.0
715,NeuralNetwork,relative_recall,5,0.9285714285714286
716,NeuralNetwork,relative_recall,6,1.0
717,NeuralNetwork,relative_recall,7,1.0
718,NeuralNetwork,relative_recall,8,1.0
719,NeuralNetwork,relative_recall,9,1.0
